ID_REGISTRO	QTD_FILMES_ACAO	QTD_FILMES_ANIMACAO	QTD_FILMES_AVENTURA	QTD_FILMES_COMEDIA	QTD_FILMES_DOCUMENTARIO	QTD_FILMES_DRAMA	QTD_FILMES_FICCAO	QTD_FILMES_MUSICAL	QTD_FILMES_ROMANCE	QTD_FILMES_SUSPENSE	QTD_FILMES_TERROR
1138	21	0	2	0	0	0	1	0	0	1	0
1139	1	0	1	1	1	2	3	1	0	48	4
1140	1	0	0	0	0	0	1	0	0	11	10
1141	21	0	14	0	1	0	8	0	1	0	0
1142	12	4	0	27	2	2	1	1	40	2	0
1143	0	0	0	0	0	1	2	0	0	22	8
1144	1	1	1	0	0	2	0	1	0	33	46
1145	29	0	4	0	0	0	4	0	0	1	0
1146	47	0	9	5	0	0	7	0	1	0	1
1147	15	0	4	3	0	0	6	0	0	3	0
1148	0	0	0	19	0	0	0	1	16	0	0
1149	0	1	0	11	0	0	0	1	11	0	0
1150	13	0	5	1	0	0	3	0	0	1	0
1151	10	0	1	1	0	0	8	0	0	2	0
1152	17	0	4	0	0	0	2	0	0	0	0
1153	25	0	5	0	0	0	6	0	0	1	0
1154	1	0	1	22	0	0	1	6	2	1	1
1155	3	3	7	5	1	2	5	2	8	1	3
1156	0	2	0	19	0	0	0	0	19	0	0
1157	1	3	0	17	0	0	0	0	16	0	0
1158	1	2	0	2	0	0	0	5	14	0	0
1159	3	0	0	15	0	0	0	1	17	0	0
1160	1	0	0	0	0	1	1	0	0	14	9
1161	3	2	0	1	0	1	1	6	21	1	0
1162	17	0	3	2	0	0	0	0	0	2	0
1163	4	0	10	4	0	0	14	1	1	5	1
1164	4	4	2	2	0	2	4	4	1	0	4
1165	2	0	0	1	5	15	0	0	2	0	0
1166	13	4	9	7	1	9	9	8	6	1	11
1167	1	1	0	6	0	0	0	3	11	0	0
1168	4	1	0	0	1	3	4	0	0	45	21
1169	1	1	4	3	1	3	6	2	4	1	5
1170	3	0	0	0	0	4	2	1	0	5	21
1171	16	0	3	2	0	0	2	0	0	0	0
1172	0	0	0	0	0	1	2	0	0	13	16
1173	4	1	0	3	8	26	0	0	0	1	1
1174	1	1	0	13	0	0	0	2	12	0	0
1175	3	0	0	0	0	1	3	0	1	30	15
1176	38	0	3	2	0	0	1	0	0	2	0
1177	4	1	5	6	2	6	1	7	11	11	5
1178	27	0	3	1	0	0	7	0	0	2	0
1179	7	4	2	4	1	5	7	1	7	7	1
1180	49	0	0	0	0	0	2	0	0	3	0
1181	12	0	2	2	0	0	11	1	0	2	1
1182	3	0	0	9	1	0	1	7	3	0	1
1183	1	4	4	1	1	2	3	2	0	2	2
1184	5	4	2	7	1	1	2	4	4	6	2
1185	1	0	0	0	0	1	2	0	0	1	17
1186	1	0	0	0	0	0	1	0	0	21	3
1187	0	0	0	0	0	1	0	0	0	17	6
1188	2	0	0	0	0	1	1	0	0	39	7
1189	60	0	8	3	1	0	0	0	0	0	1
1190	2	2	0	15	0	0	0	6	17	0	0
1191	2	0	0	1	8	43	0	0	3	0	0
1192	0	0	0	0	0	1	1	0	0	17	3
1193	8	1	7	3	0	0	4	0	0	1	0
1194	1	0	0	0	0	0	1	0	0	21	8
1195	0	0	0	0	3	26	0	0	3	0	0
1196	23	0	1	0	0	0	5	0	0	1	0
1197	28	0	3	0	0	0	1	0	0	1	0
1198	25	0	2	2	0	0	4	0	0	1	0
1199	0	2	0	18	0	0	0	5	21	0	0
1200	2	3	0	1	0	0	0	11	19	1	1
1201	1	3	0	17	0	0	0	6	10	0	0
1202	43	1	3	1	0	0	1	0	0	1	0
1203	3	0	27	10	1	1	22	2	1	9	1
1204	28	0	4	1	0	0	1	0	0	1	0
1205	5	1	13	1	1	1	6	1	0	1	1
1206	0	0	0	0	0	2	0	0	0	29	2
1207	2	0	1	2	31	29	1	1	2	1	0
1208	1	1	0	10	0	0	0	4	20	0	0
1209	29	0	5	3	0	0	1	0	0	1	0
1210	1	0	0	0	0	1	1	0	0	45	17
1211	1	2	0	20	0	0	0	6	17	0	0
1212	8	1	1	5	1	1	6	5	2	2	7
1213	1	1	0	9	0	0	0	2	10	0	0
1214	49	0	2	0	0	0	5	0	0	1	0
1215	42	0	2	0	0	0	5	0	0	2	0
1216	1	0	0	0	0	1	1	0	0	24	7
1217	0	0	0	0	0	0	1	0	0	19	5
1218	27	0	3	1	0	0	4	0	0	1	0
1219	0	5	3	3	1	0	2	5	2	5	1
1220	0	0	0	0	0	3	1	1	1	19	19
1221	2	1	0	0	0	4	4	0	1	16	29
1222	0	0	1	1	1	1	6	1	1	44	7
1223	0	0	0	0	0	0	1	0	0	19	12
1224	4	3	1	12	0	0	0	7	14	1	0
1225	28	0	2	1	0	0	3	0	0	1	0
1226	0	0	0	1	9	23	0	0	1	0	0
1227	9	1	18	6	1	1	4	1	1	4	1
1228	0	2	0	13	0	0	0	5	15	0	0
1229	2	0	0	0	0	3	2	0	0	44	9
1230	22	0	1	2	0	0	4	0	0	2	0
1231	0	0	0	0	0	1	0	0	0	18	1
1232	37	0	3	1	0	0	0	0	0	1	0
1233	0	0	0	0	0	2	2	0	0	15	9
1234	5	1	3	7	1	6	1	0	7	1	4
1235	0	3	0	16	0	0	0	1	6	0	0
1236	3	0	0	0	2	30	0	0	0	0	0
1237	34	0	1	1	0	0	5	0	0	2	0
1238	2	0	1	1	0	3	1	0	0	13	8
1239	0	0	0	0	0	0	0	0	0	23	6
1240	28	0	1	0	0	0	2	0	0	1	0
1241	2	1	0	17	0	0	0	2	7	0	0
1242	26	0	1	1	0	0	2	0	0	1	0
1243	0	0	0	2	5	46	0	0	3	0	0
1244	2	0	0	0	0	3	1	0	0	42	11
1245	3	3	1	7	1	1	0	7	17	0	0
1246	1	7	0	4	1	0	1	19	17	1	1
1247	24	0	2	0	0	0	2	0	0	1	0
1248	32	0	1	2	0	0	3	0	0	1	0
1249	2	0	0	0	0	2	1	0	0	23	1
1250	37	0	0	1	0	0	2	0	0	1	0
1251	1	0	0	0	0	1	1	0	0	31	8
1252	2	2	0	4	0	0	0	3	12	0	0
1253	1	1	0	1	19	6	1	0	5	0	1
1254	4	5	4	5	1	4	3	4	1	5	6
1255	39	1	8	4	0	0	8	0	0	0	0
1256	1	1	0	9	0	0	0	3	9	0	0
1257	23	0	3	0	0	0	2	0	0	1	0
1258	1	0	0	0	0	1	1	0	0	32	10
1259	16	0	3	1	0	0	1	0	0	0	0
1260	1	0	0	0	0	0	0	0	0	23	2
1261	0	23	0	1	0	0	0	0	0	0	0
1262	2	4	0	7	1	1	0	10	7	0	1
1263	1	0	0	0	0	1	2	0	0	24	1
1264	26	0	1	1	0	0	1	0	0	1	0
1265	27	0	7	1	0	0	5	0	0	3	0
1266	25	0	3	2	0	0	5	0	0	2	0
1267	3	4	1	10	1	1	1	2	21	0	0
1268	19	2	31	10	2	0	26	2	1	2	2
1269	1	0	0	0	0	2	1	0	0	12	11
1270	5	1	3	1	1	0	9	0	1	0	1
1271	18	1	9	4	0	0	11	0	1	1	0
1272	0	0	0	0	0	1	1	0	0	29	9
1273	20	0	0	1	0	0	2	0	0	1	0
1274	0	0	0	0	0	2	2	0	0	32	2
1275	1	1	0	2	1	1	1	20	34	1	1
1276	6	2	1	6	1	1	1	7	10	1	1
1277	3	4	1	7	1	1	1	6	39	1	1
1278	1	0	0	8	0	0	0	3	12	0	0
1279	37	0	3	3	0	0	7	0	0	0	0
1280	16	0	4	2	0	0	5	0	0	1	0
1281	1	0	0	0	0	1	1	0	0	27	1
1282	1	4	1	7	0	1	1	4	19	0	1
1283	31	0	4	1	0	0	4	0	0	2	0
1284	2	0	0	0	0	2	1	0	0	20	5
1285	15	0	3	1	0	0	3	0	0	0	0
1286	53	0	3	3	1	0	12	1	1	0	0
1287	0	0	0	0	0	2	1	0	0	51	9
1288	1	1	0	4	15	8	0	1	0	1	1
1289	15	2	20	0	1	1	17	1	1	1	2
1290	0	26	1	2	0	0	0	0	0	0	0
1291	27	0	9	3	0	1	2	0	1	3	0
1292	20	0	4	1	0	0	4	0	0	2	0
1293	1	3	0	33	0	1	1	6	15	0	0
1294	0	0	1	0	1	4	3	0	0	21	16
1295	1	3	4	3	1	3	3	3	4	4	1
1296	27	0	3	1	0	0	2	0	0	0	0
1297	3	1	9	3	1	0	12	0	0	1	0
1298	5	5	1	6	0	1	1	6	7	1	1
1299	10	0	6	2	0	0	5	0	0	2	0
1300	1	0	0	1	4	25	0	0	1	0	0
1301	3	3	1	15	0	0	0	4	10	0	1
1302	15	0	2	1	0	1	4	0	0	1	0
1303	3	0	0	1	1	0	2	1	1	9	29
1304	6	4	4	3	1	0	4	2	0	2	1
1305	1	0	0	0	0	2	1	0	0	6	14
1306	2	5	0	1	1	2	5	5	5	4	2
1307	2	2	0	16	0	0	0	9	10	0	0
1308	34	0	2	1	0	0	2	0	0	1	0
1309	3	1	5	2	0	4	3	5	2	6	2
1310	0	0	0	0	12	39	0	0	0	0	0
1311	1	3	1	5	1	1	0	5	11	1	0
1312	2	1	0	17	0	0	0	3	9	0	0
1313	9	4	4	2	1	1	3	8	6	4	9
1314	24	0	2	0	0	0	2	0	0	1	0
1315	9	3	2	3	1	2	8	8	3	6	6
1316	4	5	1	9	0	0	0	8	9	1	0
1317	0	2	0	3	0	0	0	5	13	0	0
1318	34	1	4	3	0	1	9	0	1	2	0
1319	2	1	0	13	0	0	0	5	10	0	0
1320	7	0	6	3	1	0	7	1	1	4	1
1321	1	0	0	0	0	2	2	0	0	17	14
1322	1	1	0	14	0	0	0	2	4	0	0
1323	14	0	1	3	0	0	1	1	0	3	0
1324	7	1	3	4	1	0	6	0	0	4	0
1325	1	2	0	14	0	0	0	6	4	0	0
1326	1	0	0	0	0	1	2	0	0	10	11
1327	4	5	0	4	0	4	4	3	3	3	0
1328	1	0	0	15	0	0	0	8	11	0	0
1329	19	0	1	0	0	0	0	0	0	1	0
1330	1	2	0	18	0	0	0	3	15	0	0
1331	0	0	0	0	0	1	1	0	0	19	9
1332	0	3	1	1	1	0	1	4	21	1	1
1333	1	1	1	5	34	14	1	1	2	1	0
1334	2	1	0	5	0	0	0	6	14	0	0
1335	1	0	0	0	0	2	1	0	0	42	3
1336	25	0	3	1	0	0	2	0	0	1	0
1337	1	0	0	19	0	0	0	3	10	0	0
1338	1	1	0	8	0	0	0	5	8	0	0
1339	1	2	0	22	0	1	1	3	6	0	0
1340	20	0	7	2	0	1	7	0	0	2	1
1341	41	0	5	2	0	0	5	0	0	1	0
1342	5	1	1	22	1	1	1	9	22	1	0
1343	2	0	0	1	9	24	0	0	1	0	0
1344	0	0	0	0	0	0	2	0	0	29	6
1345	2	0	1	9	0	0	0	8	5	0	0
1346	0	4	3	4	1	4	6	5	1	2	5
1347	1	0	0	0	0	1	1	0	0	19	6
1348	4	5	1	11	1	0	1	11	16	1	1
1349	1	0	0	0	0	1	1	0	0	19	5
1350	3	1	0	5	0	0	1	2	23	1	1
1351	24	0	2	1	0	0	2	0	0	1	0
1352	0	8	5	5	0	1	1	0	9	12	5
1353	2	3	0	33	0	0	0	12	13	0	0
1354	19	1	5	1	0	0	12	1	1	4	1
1355	17	0	2	0	0	0	3	0	0	1	0
1356	2	2	0	14	0	0	0	5	18	0	0
1357	19	0	2	1	0	0	3	0	0	0	0
1358	1	0	0	0	0	2	1	0	0	6	16
1359	25	0	5	0	0	0	1	0	0	1	0
1360	16	0	2	3	0	0	3	0	0	1	0
1361	6	3	0	8	1	0	0	16	8	1	0
1362	11	0	0	2	0	0	7	0	0	1	0
1363	1	0	0	2	9	32	0	0	2	0	0
1364	9	1	4	5	0	0	0	0	0	6	0
1365	1	1	12	3	0	1	9	0	0	1	1
1366	27	0	0	1	0	0	1	0	0	1	0
1367	25	1	7	4	1	0	2	0	0	0	1
1368	28	0	3	4	0	0	3	0	1	0	1
1369	2	0	0	0	0	3	0	0	0	21	12
1370	5	1	0	0	0	4	4	0	0	48	1
1371	0	0	0	0	0	1	0	0	0	25	3
1372	1	2	0	2	0	0	0	5	12	0	0
1373	4	5	4	1	1	2	1	3	1	9	8
1374	1	0	0	0	0	0	2	0	0	19	8
1375	2	7	1	12	1	1	1	9	41	1	0
1376	23	0	1	1	0	0	0	0	0	0	0
1377	1	0	0	1	3	17	0	0	1	0	0
1378	3	0	0	3	17	32	0	0	2	0	0
1379	23	1	10	2	0	0	7	1	0	4	0
1380	2	1	0	7	0	0	0	5	10	0	0
1381	28	0	4	2	0	0	5	0	0	1	0
1382	23	0	3	1	0	0	0	0	0	0	0
1383	22	0	1	0	0	0	1	0	0	0	0
1384	1	1	1	5	30	29	0	1	9	1	1
1385	16	0	2	1	0	0	5	0	0	1	0
1386	2	2	1	21	1	1	0	10	9	1	1
1387	1	0	0	0	12	27	0	0	0	0	0
1388	1	4	0	22	1	0	1	8	22	1	0
1389	45	1	3	3	1	0	2	0	0	4	1
1390	2	2	0	10	0	0	0	8	18	0	0
1391	41	1	7	5	0	0	7	0	0	4	0
1392	1	0	0	0	0	40	0	0	1	0	0
1393	9	8	1	3	2	3	8	3	6	4	7
1394	0	4	2	2	1	3	2	4	2	2	3
1395	1	2	0	26	1	1	1	6	11	0	1
1396	9	4	6	2	1	5	7	2	7	3	3
1397	1	6	5	6	1	4	2	2	1	1	4
1398	2	8	6	9	1	9	9	4	1	5	1
1399	23	0	4	2	0	0	4	0	0	3	0
1400	2	0	0	0	0	1	0	0	0	39	1
1401	6	0	1	5	1	1	1	10	32	1	1
1402	1	0	1	1	22	34	0	1	3	0	1
1403	20	0	3	1	0	0	3	0	0	0	0
1404	0	0	0	0	5	18	0	0	0	0	0
1405	5	6	1	24	1	0	1	1	33	0	1
1406	0	0	0	3	14	16	0	1	4	1	0
1407	9	0	5	4	0	0	3	0	0	2	0
1408	20	1	3	1	0	0	9	0	1	2	0
1409	2	2	0	6	0	0	0	7	15	0	0
1410	3	0	1	0	0	4	3	0	0	5	25
1411	5	4	8	2	1	10	7	10	3	4	7
1412	20	0	1	1	0	0	2	0	0	1	0
1413	2	0	0	0	0	2	0	0	0	10	14
1414	2	2	0	5	0	0	0	6	18	0	0
1415	2	0	0	0	0	3	2	1	1	15	2
1416	0	0	0	0	0	3	2	0	0	19	9
1417	28	1	4	3	1	0	5	0	0	3	1
1418	36	0	4	0	0	0	2	0	0	1	0
1419	2	0	0	15	0	0	0	1	5	0	0
1420	1	0	0	0	0	2	1	0	0	23	6
1421	28	0	0	0	0	0	6	0	0	3	0
1422	46	0	6	2	0	0	1	0	0	1	0
1423	0	0	0	0	0	0	1	0	0	21	6
1424	0	0	0	0	0	1	1	0	0	31	7
1425	2	3	3	2	0	4	1	1	4	3	1
1426	4	1	3	4	0	0	3	4	2	2	4
1427	21	0	1	2	0	0	5	0	0	1	0
1428	2	0	0	1	3	30	0	0	1	0	0
1429	19	0	0	0	0	0	1	0	0	1	0
1430	3	4	3	6	0	8	8	6	2	6	1
1431	8	1	1	5	0	0	1	23	4	1	1
1432	63	0	6	2	1	1	3	1	0	1	0
1433	2	0	0	0	0	2	3	1	0	3	25
1434	2	0	0	2	10	17	0	0	1	0	0
1435	1	0	0	1	4	20	0	0	1	0	0
1436	0	16	2	4	0	0	0	0	0	0	0
1437	3	7	7	5	2	11	7	9	9	11	5
1438	1	6	1	13	0	1	1	15	0	0	1
1439	20	0	4	0	0	0	8	0	0	3	0
1440	0	0	0	15	0	0	0	5	12	0	0
1441	1	0	0	0	0	0	1	0	0	7	11
1442	0	1	0	35	0	0	0	12	15	1	0
1443	1	0	0	0	0	0	1	0	0	17	7
1444	0	0	0	0	6	42	0	0	1	0	0
1445	1	1	0	9	0	0	0	3	7	0	0
1446	15	0	10	4	1	0	3	1	1	0	0
1447	3	3	0	4	0	0	1	8	28	0	1
1448	2	3	2	1	1	1	3	3	3	1	5
1449	0	1	0	11	0	0	0	6	14	0	0
1450	3	3	8	2	1	8	9	0	3	6	1
1451	3	7	2	4	1	2	1	6	2	7	1
1452	3	1	1	1	1	3	2	1	1	10	27
1453	14	0	6	1	0	0	1	0	0	2	0
1454	35	0	0	1	0	0	9	0	0	2	0
1455	1	0	0	0	0	1	0	0	0	20	3
1456	17	0	3	1	0	0	0	0	0	1	0
1457	41	0	5	1	0	0	2	0	0	1	0
1458	1	0	1	0	1	4	2	0	1	24	16
1459	0	0	0	1	1	35	0	0	0	0	0
1460	32	0	1	2	0	0	1	0	0	0	0
1461	1	0	0	2	15	30	0	0	0	0	0
1462	1	1	1	7	1	1	0	3	8	1	1
1463	2	0	0	1	1	3	1	1	1	21	28
1464	0	2	0	16	0	0	0	3	20	0	0
1465	24	0	4	2	0	0	3	0	0	1	0
1466	32	1	2	3	1	1	10	1	0	1	1
1467	4	6	0	6	1	1	1	1	27	1	0
1468	46	0	5	2	0	0	3	0	0	1	0
1469	2	1	0	11	0	0	0	4	3	0	0
1470	24	0	1	1	0	0	4	0	0	1	0
1471	18	0	4	1	0	0	3	0	0	1	0
1472	40	1	9	4	0	1	19	1	1	7	0
1473	3	0	0	0	0	1	3	0	0	2	17
1474	1	0	0	0	0	1	0	0	0	17	1
1475	1	1	0	8	0	0	0	1	17	0	0
1476	32	0	4	1	0	0	0	0	0	2	0
1477	1	21	2	8	1	0	1	2	5	1	0
1478	2	0	0	0	0	2	1	0	0	36	4
1479	1	3	0	19	0	0	0	3	14	0	0
1480	21	0	3	1	0	0	2	0	0	2	0
1481	1	0	0	13	0	0	0	5	10	0	0
1482	15	0	3	1	0	0	4	0	0	1	0
1483	23	0	1	0	0	0	0	0	0	1	0
1484	1	1	0	10	0	0	0	6	14	0	0
1485	0	43	0	1	0	0	0	0	0	0	0
1486	2	2	0	18	0	0	0	0	9	0	0
1487	2	2	0	21	0	0	0	5	12	0	0
1488	7	7	2	2	1	5	4	1	2	3	4
1489	0	1	6	0	1	0	5	5	6	4	1
1490	13	0	6	4	1	0	3	0	1	3	0
1491	29	0	3	1	1	0	5	1	0	2	1
1492	2	2	1	4	1	6	4	0	2	2	4
1493	0	24	0	0	0	0	0	0	0	0	0
1494	2	0	0	5	0	0	0	4	16	0	0
1495	4	4	4	2	1	1	5	4	4	0	5
1496	1	5	4	0	1	5	2	1	5	6	3
1497	0	17	0	1	0	0	0	1	1	0	0
1498	1	1	0	21	0	0	0	7	4	0	0
1499	0	0	0	0	0	0	0	0	0	23	2
1500	1	0	0	1	1	30	0	0	1	0	0
1501	1	0	0	0	0	0	1	0	0	15	10
1502	18	0	3	0	0	0	3	0	0	1	0
1503	19	0	5	0	0	0	4	0	0	1	0
1504	16	0	11	0	1	1	11	1	0	1	1
1505	11	0	8	1	0	1	7	0	0	3	0
1506	14	0	5	0	0	0	7	0	0	3	0
1507	2	1	1	1	1	2	4	1	1	21	12
1508	6	3	3	4	0	4	3	3	2	1	1
1509	3	5	7	2	1	4	6	5	1	3	3
1510	1	0	0	0	0	1	2	0	0	41	6
1511	0	24	0	2	0	0	0	1	1	0	0
1512	4	1	1	1	0	3	2	1	1	34	3
1513	2	0	0	2	10	6	0	0	1	0	0
1514	20	0	3	0	0	0	1	0	0	0	0
1515	11	3	3	1	0	12	10	2	5	11	6
1516	1	0	0	0	0	2	2	0	0	30	8
1517	4	6	2	5	0	3	3	4	1	2	6
1518	11	0	7	1	0	0	5	0	0	1	0
1519	5	0	3	5	1	1	4	7	5	7	2
1520	1	0	0	0	0	0	1	0	0	33	5
1521	0	24	0	1	0	0	0	0	1	0	0
1522	26	1	18	2	1	1	2	1	1	4	0
1523	34	0	0	1	0	0	6	0	0	1	0
1524	27	0	1	1	0	0	2	0	0	0	0
1525	2	0	30	0	2	1	23	0	2	2	2
1526	0	8	1	50	2	2	1	25	25	1	0
1527	33	0	3	0	0	0	4	0	0	1	0
1528	1	0	0	13	0	0	0	2	10	0	0
1529	4	0	8	1	1	1	9	0	1	4	1
1530	20	1	6	0	0	0	1	0	0	3	0
1531	1	2	1	6	0	0	0	9	17	1	1
1532	41	0	7	0	0	0	0	0	0	3	0
1533	22	0	2	0	0	0	1	0	0	0	0
1534	1	1	1	1	0	3	2	0	0	14	5
1535	0	0	0	0	0	1	0	0	0	16	6
1536	28	0	2	0	0	0	3	0	0	1	0
1537	26	0	7	1	0	0	1	0	0	0	0
1538	1	1	0	13	0	0	0	2	9	0	0
1539	26	0	1	1	0	0	1	0	0	0	0
1540	23	0	3	1	0	0	1	0	0	1	0
1541	27	0	3	0	0	0	0	0	0	1	0
1542	3	3	3	0	2	3	3	6	10	14	11
1543	0	38	1	2	0	0	0	1	0	0	0
1544	27	0	4	0	0	0	3	0	0	0	0
1545	7	0	0	4	39	20	0	1	5	1	1
1546	44	1	0	1	0	0	1	0	0	4	0
1547	67	1	11	3	0	1	13	1	1	0	1
1548	0	50	2	5	0	0	0	1	1	0	0
1549	21	0	8	2	0	0	7	0	0	1	0
1550	1	0	0	10	0	0	0	4	13	0	0
1551	5	0	1	1	1	6	3	1	1	4	29
1552	25	0	2	2	0	0	5	0	0	0	0
1553	21	0	4	0	0	0	0	0	0	0	0
1554	20	0	3	2	0	0	7	0	0	0	0
1555	4	0	3	4	0	4	3	4	0	0	2
1556	2	3	4	5	0	1	1	2	3	2	4
1557	0	0	0	4	0	0	0	5	13	0	0
1558	45	0	5	1	0	0	7	0	0	1	0
1559	1	0	0	0	0	1	2	0	0	36	11
1560	15	1	5	0	0	1	6	0	1	4	1
1561	39	0	2	2	0	1	7	0	0	2	0
1562	0	0	0	1	3	36	0	0	1	0	0
1563	1	0	0	0	0	1	0	0	0	19	10
1564	17	0	1	2	0	0	4	0	0	2	0
1565	32	0	7	1	0	0	6	0	0	1	0
1566	0	0	0	0	0	2	1	0	0	37	9
1567	16	0	4	0	0	0	7	0	0	2	0
1568	3	0	0	0	0	2	0	0	0	53	1
1569	2	0	0	2	16	8	0	0	2	0	0
1570	18	0	7	3	0	0	6	0	0	2	0
1571	50	0	2	0	1	0	9	0	0	2	1
1572	52	0	6	2	0	0	5	0	0	1	0
1573	7	1	8	3	1	1	13	1	1	5	0
1574	2	2	0	11	0	0	0	9	14	0	1
1575	0	31	1	0	0	0	0	1	0	0	0
1576	1	1	0	15	0	0	0	3	18	0	0
1577	2	0	2	0	0	6	5	5	1	3	0
1578	0	2	0	10	0	0	0	4	11	0	0
1579	3	2	8	1	1	0	1	2	6	1	4
1580	4	0	0	2	8	65	1	1	4	0	0
1581	1	1	0	8	0	0	0	3	11	0	0
1582	4	1	1	2	6	11	0	0	4	0	0
1583	1	0	0	1	10	23	0	0	0	0	0
1584	0	0	1	2	3	17	0	1	2	0	1
1585	2	0	0	0	3	34	0	0	2	0	0
1586	3	10	7	1	1	9	2	8	1	1	2
1587	0	0	0	0	0	1	2	0	0	27	0
1588	19	0	4	2	0	0	4	0	0	2	0
1589	1	0	0	0	0	1	3	0	0	31	6
1590	0	1	0	1	1	2	5	1	0	8	23
